name,positions,rating,club,league,nationality
Franquesa,LB,70,CD Leganés,La Liga,Spain
Drake Callender,GK,70,Inter Miami,Major League Soccer,United States
Jesus Vazquez,LB,70,Valencia CF,La Liga,Spain
Javi Rodriguez,RB,70,RC Celta,La Liga,Spain
Chidozie Awaziem,CB,70,Colorado Rapids,Major League Soccer,Nigeria
Timothee Pembele,RB,70,Le Havre AC,Ligue 1,France
Marcelo Weigandt,RB,70,Inter Miami,Major League Soccer,Argentina
Moritz Broschinski,ST,70,VfL Bochum 1848,Bundesliga,Germany
Sayfallah Ltaief,LM,70,FC Twente,Eredivisie,Tunisia
Finn Jeltsch,CB,70,VfB Stuttgart,Bundesliga,Germany
Assane Diousse,CDM,69,AJ Auxerre,Ligue 1,Senegal
Ivan Angulo,LM,69,Orlando City SC,Major League Soccer,Colombia
Mahamadou Diawara,CM,69,Le Havre AC,Ligue 1,France
Theo Sainte-Luce,LB,69,Montpellier HSC,Ligue 1,France
Connor Metcalfe,CM,69,FC St. Pauli,Bundesliga,Australia
Antoine Joujou,RM,69,Le Havre AC,Ligue 1,France
Loreintz Rosier,CDM,69,Fortuna Sittard,Eredivisie,France
Yehor Yarmoliuk,CAM,69,Brentford,Premier League,Ukraine
Christian Ramirez,ST,69,LA Galaxy,Major League Soccer,United States
Leonardo Pavoletti,ST,69,Cagliari,Serie A,Italy
Dany Rosero,CB,69,Sporting Kansas City,Major League Soccer,Colombia
Brayan Vera,CB,69,Real Salt Lake,Major League Soccer,Colombia
Maxime Crepeau,GK,69,Portland Timbers,Major League Soccer,Canada
Cedric Hountondji,CB,69,Angers SCO,Ligue 1,Benin
Brian De Keersmaecker,CDM,69,Heracles Almelo,Eredivisie,Belgium
Phil Harres,ST,69,Holstein Kiel,Bundesliga,Germany
Cesar Araujo,CDM,69,Orlando City SC,Major League Soccer,Uruguay
Jordan James,CM,69,Stade Rennais FC,Ligue 1,Wales
Agustin Ojeda,RW,69,New York City FC,Major League Soccer,Argentina
Aljoscha Kemlein,CM,69,1. FC Union Berlin,Bundesliga,Germany
Pedro Amador,LB,69,Atlanta United,Major League Soccer,Portugal
Mohamed Kaba,CDM,69,Lecce,Serie A,France
Oscar Luigi Fraulo,CDM,69,FC Utrecht,Eredivisie,Denmark
Gerrit Nauber,CB,69,Go Ahead Eagles,Eredivisie,Germany
Kodai Sano,LM,69,NEC Nijmegen,Eredivisie,Japan
Andre Ferreira,GK,69,Real Valladolid CF,La Liga,Portugal
Max Geschwill,CB,69,Holstein Kiel,Bundesliga,Germany
Connor Ronan,CM,69,Colorado Rapids,Major League Soccer,Republic of Ireland
Nathan Byrne,RB,69,Charlotte FC,Major League Soccer,England
Rome-Jayden Owusu-Oduro,GK,69,AZ Alkmaar,Eredivisie,Holland
Julian Malatini,CB,69,SV Werder Bremen,Bundesliga,Argentina
Andreas Maxsø,CB,69,Colorado Rapids,Major League Soccer,Denmark
Danel Sinani,RM,69,FC St. Pauli,Bundesliga,Luxembourg
Oskar Zawada,ST,69,RKC Waalwijk,Eredivisie,Poland
Lucas Galvao,CB,69,FK Austria Wien,Bundesliga,Brazil
Florian Aye,ST,69,AJ Auxerre,Ligue 1,France
Mitchell Dijks,LB,69,Fortuna Sittard,Eredivisie,Holland
Damir Kreilach,ST,69,Vancouver Whitecaps FC,Major League Soccer,Croatia
Fafa Picault,LM,69,Inter Miami,Major League Soccer,Haiti
Sam Vines,LB,69,Colorado Rapids,Major League Soccer,United States
Max Bruns,CB,69,FC Twente,Eredivisie,Holland
Andres Herrera,RB,69,Columbus Crew,Major League Soccer,Argentina
Justen Glad,CB,69,Real Salt Lake,Major League Soccer,United States
Marco Komenda,CB,69,Holstein Kiel,Bundesliga,Germany
Nicolas Haas,CM,69,Empoli,Serie A,Switzerland
Rui Modesto,RM,69,Udinese,Serie A,Angola
Brandt Bronico,CM,69,Charlotte FC,Major League Soccer,United States
Anton Gaaei,RB,69,Ajax,Eredivisie,Denmark
Kevin Long,CB,69,Toronto FC,Major League Soccer,Republic of Ireland
Samuel Piette,CDM,69,CF Montréal,Major League Soccer,Canada
Marvin,RM,69,UD Las Palmas,La Liga,Spain
Alessandro Deiola,CM,69,Cagliari,Serie A,Italy
Magnus Knudsen,CM,69,Holstein Kiel,Bundesliga,Norway
Paul Arriola,RM,69,Seattle Sounders FC,Major League Soccer,United States
Robin Roefs,GK,69,NEC Nijmegen,Eredivisie,Holland
Jeremy Jacquet,CB,69,Stade Rennais FC,Ligue 1,France
Taylor Booth,RM,69,FC Twente,Eredivisie,United States
Sydney van Hooijdonk,ST,69,NAC Breda,Eredivisie,Holland
Sirlord Conteh,ST,69,1. FC Heidenheim 1846,Bundesliga,Germany
Xavier Arreaga,CB,69,Barcelona de Guayaquil,Serie A,Ecuador
Henry Kessler,CB,69,St. Louis CITY SC,Major League Soccer,United States
Rafael Navarro,ST,69,Colorado Rapids,Major League Soccer,Brazil
Arthur Atta,CAM,69,Udinese,Serie A,France
Thomas Didillon-Hodl,GK,69,Willem II,Eredivisie,France
Rudy Camacho,CB,69,Columbus Crew,Major League Soccer,France
Cristian Gamboa,RB,69,VfL Bochum 1848,Bundesliga,Costa Rica
Brad Guzan,GK,69,Atlanta United,Major League Soccer,United States
Michael Svoboda,CB,69,Venezia,Serie A,Austria
Louis Mouton,CM,69,AS Saint-Étienne,Ligue 1,France
Nathan Wood,CB,69,Southampton,Premier League,England
Nathan Wood,LM,69,Southampton,Premier League,England
Anuar,CM,69,Real Valladolid CF,La Liga,Morocco
Robert Wagner,CM,69,FC St. Pauli,Bundesliga,Germany
Tristan Blackmon,CB,69,Vancouver Whitecaps FC,Major League Soccer,United States
Emmanuel Biumla,CB,69,Angers SCO,Ligue 1,France
Justin Devenny,CM,69,Crystal Palace,Premier League,Northern Ireland
Alonso Martinez,RM,69,New York City FC,Major League Soccer,Costa Rica
Altimira,CM,69,CD Leganés,La Liga,Spain
Altimira,RB,69,CD Leganés,La Liga,Spain
Rasmus Alm,RM,69,St. Louis CITY SC,Major League Soccer,Sweden
Loum Tchaouna,RW,69,Lazio,Serie A,France
Lamine Fomba,CDM,69,AS Saint-Étienne,Ligue 1,France
Danilo Veiga,RB,69,Lecce,Serie A,Portugal
Carlos Martin,ST,69,Deportivo Alavés,La Liga,Spain
Mitchell van Bergen,RM,69,Sparta Rotterdam,Eredivisie,Holland
Michael Boxall,CB,69,Minnesota United FC,Major League Soccer,New Zealand
Giacomo Vrioni,ST,69,CF Montréal,Major League Soccer,Albania
Jan Van den Bergh,CB,69,NAC Breda,Eredivisie,Belgium
Leo Greiml,CB,69,NAC Breda,Eredivisie,Austria
Dean James,LB,69,Go Ahead Eagles,Eredivisie,Holland
Koji Miyoshi,RM,69,VfL Bochum 1848,Bundesliga,Japan
Filip Krastev,CAM,69,PEC Zwolle,Eredivisie,Bulgaria
Adilson Malanda,CB,69,Charlotte FC,Major League Soccer,France
Alejandro Bedoya,CM,69,Philadelphia Union,Major League Soccer,United States
Jackson Yueill,CM,69,New England Revolution,Major League Soccer,United States
Ridgeciano Haps,LM,69,Venezia,Serie A,Suriname
Kristoffer Peterson,LM,69,Fortuna Sittard,Eredivisie,Sweden
Matt Freese,GK,69,New York City FC,Major League Soccer,United States
Santiago Pierotti,RW,69,Lecce,Serie A,Argentina
Edwin Cerrillo,CDM,69,LA Galaxy,Major League Soccer,United States
Brad Stuver,GK,69,Austin FC,Major League Soccer,United States
Telasco Segovia,CM,69,Inter Miami,Major League Soccer,Venezuela
Wilder Cartagena,CDM,69,Orlando City SC,Major League Soccer,Peru
Carlo Boukhalfa,CAM,69,FC St. Pauli,Bundesliga,Germany
Christian Walton,GK,69,Ipswich Town,Premier League,England
Ivan Marquez,CB,69,NEC Nijmegen,Eredivisie,Spain
Alexander Bernhardsson,RM,69,Holstein Kiel,Bundesliga,Sweden
Mohamed Farsi,RM,69,Columbus Crew,Major League Soccer,Canada
Joe Willis,GK,69,Nashville SC,Major League Soccer,United States
Mirko Maric,ST,69,Venezia,Serie A,Croatia
Carlens Arcus,RB,69,Angers SCO,Ligue 1,Haiti
Dylan Vente,ST,69,PEC Zwolle,Eredivisie,Suriname
Nelson Palacio,CM,69,Real Salt Lake,Major League Soccer,Colombia
David Møller Wolfe,LB,69,AZ Alkmaar,Eredivisie,Norway
Augustine Boakye,RM,69,AS Saint-Étienne,Ligue 1,Ghana
Silvere Ganvoula,ST,69,Monza,Serie A,Congo
Hugo Novoa,RM,69,Deportivo Alavés,La Liga,Spain
Michael Brouwer,GK,69,FC Utrecht,Eredivisie,Holland
Gustaf Lagerbielke,CB,69,FC Twente,Eredivisie,Sweden
Simon Graves,RB,68,PEC Zwolle,Eredivisie,Denmark
Balthazar Pierret,CDM,68,Lecce,Serie A,France
Pelle Clement,CM,68,Sparta Rotterdam,Eredivisie,Holland
Jared Stroud,RM,68,DC United,Major League Soccer,United States
Zinedine Ould Khaled,CDM,68,Angers SCO,Ligue 1,France
Jader Obrian,RM,68,Austin FC,Major League Soccer,Colombia
Max Balard,CM,68,NAC Breda,Eredivisie,Australia
Zico Buurmeester,CM,68,AZ Alkmaar,Eredivisie,Holland
Daniel Lovitz,LB,68,Nashville SC,Major League Soccer,United States
Victor Jensen,CAM,68,FC Utrecht,Eredivisie,Denmark
Obed Vargas,CM,68,Seattle Sounders FC,Major League Soccer,Mexico
Keke Topp,ST,68,SV Werder Bremen,Bundesliga,Germany
Pietro Pellegri,ST,68,Empoli,Serie A,Italy
Ernest Poku,RW,68,AZ Alkmaar,Eredivisie,Holland
Sontje Hansen,RM,68,NEC Nijmegen,Eredivisie,Holland
Naci Unuvar,LW,68,FC Twente,Eredivisie,Turkey
Olivier Mbaizo,RB,68,Philadelphia Union,Major League Soccer,Cameroon
Gaby Jean,CB,68,Lecce,Serie A,France
Aimen Moueffek,CM,68,AS Saint-Étienne,Ligue 1,Morocco
Lasse Rosenboom,RB,68,Holstein Kiel,Bundesliga,Germany
Carl Johansson,CB,68,Holstein Kiel,Bundesliga,Sweden
Carl Johansson,LM,68,Holstein Kiel,Bundesliga,Sweden
Benjamin Cremaschi,CM,68,Inter Miami,Major League Soccer,United States
Jamal Thiare,ST,68,Atlanta United,Major League Soccer,Senegal
Lars Ritzka,LB,68,FC St. Pauli,Bundesliga,Germany
Sean Johnson,GK,68,Toronto FC,Major League Soccer,United States
Alessandro Vogliacco,CB,68,Parma,Serie A,Italy
Yevgen Cheberko,CB,68,Columbus Crew,Major League Soccer,Ukraine
John McCarthy,GK,68,LA Galaxy,Major League Soccer,United States
Eryk Williamson,CDM,68,Charlotte FC,Major League Soccer,United States
Birk Risa,CB,68,New York City FC,Major League Soccer,Norway
George Campbell,CB,68,CF Montréal,Major League Soccer,United States
Maximilian Breunig,ST,68,1. FC Heidenheim 1846,Bundesliga,Germany
Junior Sambia,RB,68,Empoli,Serie A,France
Ibrahim Osman,LM,68,Feyenoord,Eredivisie,Ghana
Nikolas Veratschnig,RB,68,1. FSV Mainz 05,Bundesliga,Austria
Thomas Dahne,GK,68,Holstein Kiel,Bundesliga,Germany
Thomas Robinet,ST,68,Almere City FC,Eredivisie,France
Malte Amundsen,CB,68,Columbus Crew,Major League Soccer,Denmark
Kerwin Vargas,LW,68,Charlotte FC,Major League Soccer,Colombia
Julian Fernandez,RW,68,New York City FC,Major League Soccer,Argentina
Mata,ST,68,UD Las Palmas,La Liga,Spain
Junior Urso,CDM,68,Houston Dynamo,Major League Soccer,Brazil
Lars Olden Larsen,LM,68,NEC Nijmegen,Eredivisie,Norway
Kacper Urbanski,CAM,68,Monza,Serie A,Poland
Tristan Muyumba,CDM,68,Atlanta United,Major League Soccer,France
Jann-Fiete Arp,ST,68,Holstein Kiel,Bundesliga,Germany
David Ayala,CDM,68,Portland Timbers,Major League Soccer,Argentina
Anderson Julio,ST,68,FC Dallas,Major League Soccer,Ecuador
Chris Brady,GK,68,Chicago Fire,Major League Soccer,United States
Stijn van Gassel,GK,68,NEC Nijmegen,Eredivisie,Holland
Can Bozdogan,CM,68,FC Utrecht,Eredivisie,Germany
Mario Martin,CM,68,Real Valladolid CF,La Liga,Spain
Franco Escobar,RB,68,Houston Dynamo,Major League Soccer,Argentina
Sam Adekugbe,LB,68,Vancouver Whitecaps FC,Major League Soccer,Canada
Koki Ogawa,ST,68,NEC Nijmegen,Eredivisie,Japan
Mikayil Faye,CB,68,Stade Rennais FC,Ligue 1,Senegal
Bertug Yıldırım,ST,68,Getafe CF,La Liga,Turkey
Hector Fort,RB,68,FC Barcelona,La Liga,Spain
Maxime Bernauer,CB,68,AS Saint-Étienne,Ligue 1,France
Mats Seuntjens,ST,68,FC Groningen,Eredivisie,Holland
Hamza Rafia,CM,68,Lecce,Serie A,Tunisia
Skelly Alvero,CDM,68,SV Werder Bremen,Bundesliga,France
Justin Hoogma,CB,68,Heracles Almelo,Eredivisie,Holland
Ben Old,LM,68,AS Saint-Étienne,Ligue 1,New Zealand
Lautaro Valenti,CB,68,Parma,Serie A,Argentina
Sean Zawadzki,CB,68,Columbus Crew,Major League Soccer,United States
Josh Cohen,GK,68,Atlanta United,Major League Soccer,United States
Ethan Mbappe,CM,68,Lille OSC,Ligue 1,France
Julian Chicco,CM,68,CD Leganés,La Liga,Argentina
Xande Silva,LW,68,St. Louis CITY SC,Major League Soccer,Portugal
Adam Dzwigała,CB,68,FC St. Pauli,Bundesliga,Poland
Dylan Mbayo,RM,68,PEC Zwolle,Eredivisie,Belgium
Lilian Raolisoa,RB,68,Angers SCO,Ligue 1,France
Jizz Hornkamp,ST,68,Heracles Almelo,Eredivisie,Holland
Mayckel Lahdo,RW,68,AZ Alkmaar,Eredivisie,Sweden
Erencan Yardımcı,ST,68,TSG 1899 Hoffenheim,Bundesliga,Turkey
Gabriel Charpentier,ST,68,Parma,Serie A,Congo
Iker Munoz,CM,68,CA Osasuna,La Liga,Spain
Kyan Vaesen,ST,68,Willem II,Eredivisie,Belgium
Denso Kasius,RB,68,AZ Alkmaar,Eredivisie,Holland
Samuel Bastien,CM,68,Fortuna Sittard,Eredivisie,Congo DR
Sebastian Kowalczyk,CAM,68,Houston Dynamo,Major League Soccer,Poland
Andrew Brody,RB,68,Sporting Kansas City,Major League Soccer,United States
Clint Leemans,CM,68,NAC Breda,Eredivisie,Holland
Marvin Peersman,CB,68,FC Groningen,Eredivisie,Belgium
Mees de Wit,LB,68,AZ Alkmaar,Eredivisie,Holland
Luca Jaquez,CB,68,VfB Stuttgart,Bundesliga,Switzerland
Eddie Segura,CB,68,Los Angeles FC,Major League Soccer,Colombia
Jannes Horn,CB,68,St. Louis CITY SC,Major League Soccer,Germany
Mexx Meerdink,ST,68,AZ Alkmaar,Eredivisie,Holland
Claudio Bravo,LB,68,Portland Timbers,Major League Soccer,Argentina
Marko Ivezic,CB,68,Holstein Kiel,Bundesliga,Serbia
Wil Trapp,CDM,68,Minnesota United FC,Major League Soccer,United States
Mees Hoedemakers,CDM,68,NEC Nijmegen,Eredivisie,Holland
Alex Muyl,RM,68,Nashville SC,Major League Soccer,United States
Benedikt Pichler,ST,68,Holstein Kiel,Bundesliga,Austria
Joel Waterman,CB,68,CF Montréal,Major League Soccer,Canada
Jacques Ekomie,LB,68,Angers SCO,Ligue 1,Gabon
Tyler Boyd,LM,68,Nashville SC,Major League Soccer,United States
Reda Belahyane,CDM,68,Lazio,Serie A,France
Nelson Weiper,ST,68,1. FSV Mainz 05,Bundesliga,Germany
Stefan Schimmer,ST,68,1. FC Heidenheim 1846,Bundesliga,Germany
Anselmo Garcia MacNulty,CB,68,PEC Zwolle,Eredivisie,Republic of Ireland
Þorir Johann Helgason,CM,68,Lecce,Serie A,Iceland
Matt Polster,CDM,68,New England Revolution,Major League Soccer,United States
Leo Sauer,LW,68,NAC Breda,Eredivisie,Slovakia
Dominik Janosek,CAM,68,NAC Breda,Eredivisie,Czech Republic
Kristian Hlynsson,CAM,68,Sparta Rotterdam,Eredivisie,Iceland
Nick Hagglund,CB,68,FC Cincinnati,Major League Soccer,United States
Evert Linthorst,CDM,68,Go Ahead Eagles,Eredivisie,Holland
Dave Romney,CB,68,San Jose Earthquakes,Major League Soccer,United States
Shawn Adewoye,CB,68,Fortuna Sittard,Eredivisie,Belgium
Pau Victor,ST,68,FC Barcelona,La Liga,Spain
Fabian de Keijzer,GK,67,Heracles Almelo,Eredivisie,Holland
Fredrik Oppegard,LB,67,AJ Auxerre,Ligue 1,Norway
Kyle Duncan,RB,67,New York Red Bulls,Major League Soccer,United States
Kevin Kelsy,ST,67,Portland Timbers,Major League Soccer,Venezuela
Marvin Schulz,CB,67,Holstein Kiel,Bundesliga,Germany
John Nelson,LB,67,LA Galaxy,Major League Soccer,United States
Luck Zogbe,RB,67,Stade Brestois 29,Ligue 1,Côte d'Ivoire
Marin Sverko,CB,67,Venezia,Serie A,Croatia
Nkosi Tafari,CB,67,Los Angeles FC,Major League Soccer,United States
Ronald Hernandez,RB,67,Atlanta United,Major League Soccer,Venezuela
Djibril Diani,CDM,67,Charlotte FC,Major League Soccer,France
David Torres,CB,67,Real Valladolid CF,La Liga,Spain
Daniel Bielica,GK,67,NAC Breda,Eredivisie,Poland
Niklas Vesterlund,RB,67,FC Utrecht,Eredivisie,Denmark
Michiel Kramer,ST,67,RKC Waalwijk,Eredivisie,Holland
Kyle Hiebert,CB,67,St. Louis CITY SC,Major League Soccer,Canada
Brooke Norton-Cuffy,RB,67,Genoa,Serie A,England
Julian Aude,LB,67,LA Galaxy,Major League Soccer,Argentina
Unai Marrero,GK,67,Real Sociedad,La Liga,Spain
Lucas Bartlett,CB,67,DC United,Major League Soccer,United States
Gabriel Pirani,CAM,67,DC United,Major League Soccer,Brazil
Ilyes Housni,ST,67,Le Havre AC,Ligue 1,Morocco
Samuel Amo-Ameyaw,LW,67,RC Strasbourg Alsace,Ligue 1,England
Junior Kadile,LM,67,Almere City FC,Eredivisie,France
Jacob Trenskow,RW,67,SC Heerenveen,Eredivisie,Denmark
Zidane Iqbal,CM,67,FC Utrecht,Eredivisie,Iraq
Tyrique George,LM,67,Chelsea,Premier League,England
Sami Ouaissa,CAM,67,NEC Nijmegen,Eredivisie,Holland
Pablo Marin,CAM,67,Real Sociedad,La Liga,Spain
Raoul Petretta,LB,67,Toronto FC,Major League Soccer,Italy
Mark-Anthony Kaye,CM,67,San Jose Earthquakes,Major League Soccer,Canada
Ilias Sebaoui,LM,67,SC Heerenveen,Eredivisie,Morocco
Baptiste Guillaume,ST,67,Almere City FC,Eredivisie,Belgium
Yaw Yeboah,LM,67,Los Angeles FC,Major League Soccer,Ghana
Richard Ledezma,CAM,67,PSV,Eredivisie,United States
Julio Cascante,CB,67,Austin FC,Major League Soccer,Costa Rica
Luca Philipp,GK,67,TSG 1899 Hoffenheim,Bundesliga,Germany
Rodrigues,CB,67,San Jose Earthquakes,Major League Soccer,Brazil
Sam Kersten,CB,67,SC Heerenveen,Eredivisie,Holland
Amara Conde,CM,67,SC Heerenveen,Eredivisie,Germany
Alen Sherri,GK,67,Cagliari,Serie A,Albania
Matisse Didden,CB,67,FC Utrecht,Eredivisie,Belgium
Konan N'Dri,RM,67,Lecce,Serie A,Côte d'Ivoire
Kamal Sowah,ST,67,NAC Breda,Eredivisie,Ghana
Amadou Kone,CDM,67,Stade de Reims,Ligue 1,Côte d'Ivoire
Brian Gutierrez,LM,67,Chicago Fire,Major League Soccer,United States
Alfredo Morales,CDM,67,St. Louis CITY SC,Major League Soccer,United States
Alec Van Hoorenbeeck,CB,67,FC Twente,Eredivisie,Belgium
Nathan Harriel,RB,67,Philadelphia Union,Major League Soccer,United States
Derrick Williams,CB,67,Atlanta United,Major League Soccer,Republic of Ireland
Sherel Floranus,RB,67,PEC Zwolle,Eredivisie,Curaçao
Basar Onal,LM,67,NEC Nijmegen,Eredivisie,Turkey
Derrick Etienne Jr.,LM,67,Toronto FC,Major League Soccer,Haiti
Mickey van der Hart,GK,67,SC Heerenveen,Eredivisie,Holland
Cristhian Paredes,CDM,67,Portland Timbers,Major League Soccer,Paraguay
Anouar El Azzouzi,CDM,67,PEC Zwolle,Eredivisie,Morocco
Duncan McGuire,ST,67,Orlando City SC,Major League Soccer,United States
Stije Resink,CM,67,FC Groningen,Eredivisie,Holland
Brayann Pereira,RB,67,NEC Nijmegen,Eredivisie,France
Alessio Da Cruz,ST,67,Fortuna Sittard,Eredivisie,Cape Verde Islands
Raffael Behounek,CB,67,Willem II,Eredivisie,Austria
Yassin Belkhdim,CM,67,Angers SCO,Ligue 1,France
Boy Kemper,LB,67,NAC Breda,Eredivisie,Holland
Marco Rente,CB,67,FC Groningen,Eredivisie,Germany
Souleyman Doumbia,LB,67,Charlotte FC,Major League Soccer,Côte d'Ivoire
David Min,ST,67,FC Utrecht,Eredivisie,Holland
Giovanni Leoni,CB,67,Parma,Serie A,Italy
Davy van den Berg,CM,67,PEC Zwolle,Eredivisie,Holland
Noah Ohio,ST,67,FC Utrecht,Eredivisie,Holland
Aljaz Ivacic,GK,67,New England Revolution,Major League Soccer,Slovenia
Raheem Edwards,LB,67,New York Red Bulls,Major League Soccer,Canada
Caden Clark,CAM,67,CF Montréal,Major League Soccer,United States
Indiana Vassilev,CM,67,Philadelphia Union,Major League Soccer,United States
Mathis Suray,CAM,67,Go Ahead Eagles,Eredivisie,Belgium
Henri Koudossou,RM,67,FC Augsburg,Bundesliga,Germany
David Martinez,CB,67,Los Angeles FC,Major League Soccer,Paraguay
David Martinez,RM,67,Los Angeles FC,Major League Soccer,Paraguay
Sergio Santos,ST,67,FC Cincinnati,Major League Soccer,Brazil
Tommy St. Jago,RB,67,Willem II,Eredivisie,Holland
Quinn Sullivan,ST,67,Philadelphia Union,Major League Soccer,United States
Jake Davis,RB,67,Sporting Kansas City,Major League Soccer,United States
Jonathan Sirois,GK,67,CF Montréal,Major League Soccer,Canada
Amine Salama,ST,67,Torino,Serie A,France
Thijs Oosting,ST,67,FC Groningen,Eredivisie,Holland
Jacob Shaffelburg,LM,67,Nashville SC,Major League Soccer,Canada
Yassin Oukili,CDM,67,RKC Waalwijk,Eredivisie,Morocco
Kwadwo Opoku,ST,67,CF Montréal,Major League Soccer,Ghana
Younes Taha,RM,67,FC Twente,Eredivisie,Morocco
Ali Ahmed,CM,67,Vancouver Whitecaps FC,Major League Soccer,Canada
Joseph Rosales,LB,67,Minnesota United FC,Major League Soccer,Honduras
Joel Schingtienne,CB,67,Venezia,Serie A,Belgium
Edwin Mosquera,RM,67,Atlanta United,Major League Soccer,Colombia
Shiloh 't Zand,CAM,67,Feyenoord,Eredivisie,Holland
Andrew Gutman,LB,67,Chicago Fire,Major League Soccer,United States
Tim Parker,CB,67,New York Red Bulls,Major League Soccer,United States
Mikael Egill Ellertsson,CM,67,Venezia,Serie A,Iceland
Leandro Bacuna,RB,67,FC Groningen,Eredivisie,Curaçao
Show,CDM,67,FC Dallas,Major League Soccer,Angola
Benito,LB,67,UD Las Palmas,La Liga,Spain
Simone Perilli,GK,67,Hellas Verona FC,Serie A,Italy
Hidde Jurjus,GK,67,FC Groningen,Eredivisie,Holland
Luuk Brouwers,CAM,67,SC Heerenveen,Eredivisie,Holland
Patrick Agyemang,ST,67,Charlotte FC,Major League Soccer,Ghana
Alessandro Schopf,CM,67,Wolfsberger AC,Bundesliga,Austria
Tyler Wolff,LM,67,Real Salt Lake,Major League Soccer,United States
Shunsuke Mito,RM,66,Sparta Rotterdam,Eredivisie,Japan
Jeroen Houwen,GK,66,RKC Waalwijk,Eredivisie,Holland
Erik Schouten,CB,66,Willem II,Eredivisie,Holland
Gvidas Gineitis,CM,66,Torino,Serie A,Lithuania
Tomas Palacios,CB,66,Monza,Serie A,Argentina
Mohamed Nassoh,CAM,66,Sparta Rotterdam,Eredivisie,Morocco
Julian Lelieveld,RB,66,RKC Waalwijk,Eredivisie,Holland
Alvas Powell,RB,66,FC Cincinnati,Major League Soccer,Jamaica
Chris Mueller,LM,66,Chicago Fire,Major League Soccer,United States
Prince Owusu,ST,66,CF Montréal,Major League Soccer,Germany
Jalen Neal,CB,66,CF Montréal,Major League Soccer,United States
Corey Baird,ST,66,FC Cincinnati,Major League Soccer,United States
Tayvon Gray,RB,66,New York City FC,Major League Soccer,Jamaica
Mamadou Diakhon,RM,66,Stade de Reims,Ligue 1,France
Jan Zamburek,CM,66,Heracles Almelo,Eredivisie,Czech Republic
Said Bakari,RB,66,Sparta Rotterdam,Eredivisie,Netherlands
Marco Farfan,LB,66,FC Dallas,Major League Soccer,United States
Omir Fernandez,RM,66,Portland Timbers,Major League Soccer,United States
Mert Komur,CAM,66,FC Augsburg,Bundesliga,Germany
Fabio Chiarodia,CB,66,Borussia Mönchengladbach,Bundesliga,Italy
William Agada,ST,66,Real Salt Lake,Major League Soccer,Nigeria
Thom van Bergen,ST,66,FC Groningen,Eredivisie,Holland
Denilho Cleonise,RM,66,RKC Waalwijk,Eredivisie,Holland
Alvaro,ST,66,Getafe CF,La Liga,Uruguay
Thomas Bruns,CAM,66,Heracles Almelo,Eredivisie,Holland
Damon Mirani,CB,66,Heracles Almelo,Eredivisie,Holland
Tom Pouilly,RB,66,RC Lens,Ligue 1,France
Maxim Dekker,CB,66,AZ Alkmaar,Eredivisie,Holland
Deybi Flores,CDM,66,Toronto FC,Major League Soccer,Honduras
Kevin Zeroli,CM,66,Monza,Serie A,Italy
Richonell Margaret,RM,66,RKC Waalwijk,Eredivisie,Holland
Richard van der Venne,CM,66,RKC Waalwijk,Eredivisie,Holland
Syb van Ottele,CB,66,Fortuna Sittard,Eredivisie,Holland
Yannick Bright,CDM,66,Inter Miami,Major League Soccer,Italy
Chris Durkin,CM,66,St. Louis CITY SC,Major League Soccer,United States
Daniel Steres,LB,66,Houston Dynamo,Major League Soccer,United States
Ian Murphy,CB,66,Colorado Rapids,Major League Soccer,United States
Gregoire Coudert,GK,66,Stade Brestois 29,Ligue 1,France
John Patrick,CAM,66,Stade de Reims,Ligue 1,Republic of Ireland
Hamdi Akujobi,RB,66,Almere City FC,Eredivisie,Nigeria
Andrew Privett,CB,66,Charlotte FC,Major League Soccer,United States
Dave Kwakman,CM,66,FC Groningen,Eredivisie,Holland
Bjørn Inge Utvik,CB,66,Vancouver Whitecaps FC,Major League Soccer,Norway
Yanick van Osch,GK,66,RKC Waalwijk,Eredivisie,Holland
Yellu Santiago,CDM,66,Getafe CF,La Liga,Spain
Kees Smit,CM,66,AZ Alkmaar,Eredivisie,Holland
Leo Chu,LM,66,FC Dallas,Major League Soccer,Brazil
Nick Doodeman,RW,66,Willem II,Eredivisie,Holland
Jorg Schreuders,RM,66,FC Groningen,Eredivisie,Holland
Andrew Farrell,CB,66,New England Revolution,Major League Soccer,United States
Ibrahima Wadji,ST,66,AS Saint-Étienne,Ligue 1,Senegal
Mickael Tirpan,RB,66,Willem II,Eredivisie,Turkey
Ruben Providence,LM,66,Almere City FC,Eredivisie,France
Dani Pereira,CM,66,Austin FC,Major League Soccer,Venezuela
Mario Engels,ST,66,Heracles Almelo,Eredivisie,Germany
Nordin Bakker,GK,66,Almere City FC,Eredivisie,Holland
Jochem van de Kamp,RM,66,Almere City FC,Eredivisie,Holland
Lalas Abubakar,CB,66,FC Dallas,Major League Soccer,Ghana
Noah Eile,CB,66,New York Red Bulls,Major League Soccer,Sweden
Alan Matturro,CB,66,Genoa,Serie A,Uruguay
Chuki,CAM,66,Real Valladolid CF,La Liga,Spain
Daniel van Kaam,CDM,66,Heracles Almelo,Eredivisie,Holland
Odysseus Velanas,LM,66,PEC Zwolle,Eredivisie,Holland
Cameron Harper,RM,66,New York Red Bulls,Major League Soccer,United States
Jeremy Agbonifo,LW,66,RC Lens,Ligue 1,Sweden
Charles-Andreas Brym,ST,66,Almere City FC,Eredivisie,Canada
